Invoice ID,City,Customer type,Gender,Product line,Quantity,Sales,Date,Payment
717-96-4189,Naypyitaw,Normal,Female,Electronic accessories,6,223.587,2/2/2019,Cash
722-13-2115,Naypyitaw,Member,Male,Sports and travel,1,44.9925,3/14/2019,Credit card
749-81-8133,Yangon,Normal,Female,Fashion accessories,4,397.614,3/11/2019,Cash
777-67-2495,Mandalay,Normal,Male,Home and lifestyle,3,217.2555,2/22/2019,Ewallet
636-98-3364,Mandalay,Member,Female,Electronic accessories,3,82.719,3/2/2019,Ewallet
246-55-6923,Naypyitaw,Member,Female,Home and lifestyle,9,338.2155,3/10/2019,Credit card
181-82-6255,Mandalay,Normal,Female,Home and lifestyle,6,103.131,2/8/2019,Cash
838-02-1821,Naypyitaw,Member,Female,Home and lifestyle,2,26.733,2/22/2019,Credit card
887-42-0517,Naypyitaw,Normal,Female,Sports and travel,7,611.079,1/10/2019,Credit card
457-12-0244,Naypyitaw,Member,Female,Sports and travel,6,221.886,3/14/2019,Ewallet
226-34-0034,Mandalay,Normal,Female,Electronic accessories,4,57.876,1/10/2019,Ewallet
321-49-7382,Mandalay,Member,Male,Sports and travel,1,92.7255,2/15/2019,Credit card
397-25-8725,Yangon,Member,Female,Health and beauty,9,374.409,1/13/2019,Credit card
431-66-2305,Mandalay,Normal,Female,Electronic accessories,9,833.9625,2/15/2019,Credit card
825-94-5922,Mandalay,Normal,Male,Sports and travel,2,53.151,3/2/2019,Ewallet
641-62-7288,Mandalay,Normal,Male,Home and lifestyle,6,629.496,3/24/2019,Ewallet
756-93-1854,Naypyitaw,Member,Female,Fashion accessories,2,175.035,2/2/2019,Credit card
243-55-8457,Yangon,Normal,Female,Food and beverages,10,781.62,2/27/2019,Ewallet
458-10-8612,Naypyitaw,Normal,Male,Health and beauty,7,470.988,1/20/2019,Ewallet
501-61-1753,Mandalay,Normal,Female,Home and lifestyle,6,397.845,1/3/2019,Ewallet
235-06-8510,Naypyitaw,Member,Male,Home and lifestyle,3,270.018,1/24/2019,Ewallet
433-08-7822,Naypyitaw,Normal,Female,Health and beauty,7,579.8415,1/5/2019,Ewallet
361-85-2571,Yangon,Normal,Female,Sports and travel,5,469.77,3/30/2019,Cash
131-70-8179,Yangon,Member,Female,Health and beauty,3,290.0835,2/17/2019,Cash
500-02-2261,Naypyitaw,Normal,Female,Food and beverages,6,360.927,3/21/2019,Ewallet
720-72-2436,Yangon,Normal,Male,Food and beverages,4,279.384,3/2/2019,Ewallet
702-83-5291,Naypyitaw,Member,Male,Fashion accessories,9,943.299,3/27/2019,Cash
809-69-9497,Yangon,Normal,Female,Home and lifestyle,10,479.64,1/19/2019,Ewallet
449-16-6770,Yangon,Normal,Male,Health and beauty,5,266.6475,2/19/2019,Credit card
333-23-2632,Yangon,Member,Male,Health and beauty,7,74.088,3/28/2019,Cash
489-82-1237,Yangon,Normal,Female,Electronic accessories,7,690.018,1/5/2019,Credit card
859-97-6048,Naypyitaw,Member,Male,Electronic accessories,2,176.925,3/26/2019,Credit card
676-10-2200,Mandalay,Member,Male,Fashion accessories,1,56.469,2/3/2019,Ewallet
373-88-1424,Naypyitaw,Member,Male,Home and lifestyle,5,188.0025,2/6/2019,Ewallet
365-16-4334,Mandalay,Normal,Female,Food and beverages,8,222.012,2/24/2019,Ewallet
503-21-4385,Mandalay,Member,Male,Health and beauty,3,125.7165,2/21/2019,Ewallet
305-89-2768,Mandalay,Member,Female,Home and lifestyle,3,68.985,1/9/2019,Ewallet
574-80-1489,Mandalay,Member,Female,Food and beverages,4,263.97,2/25/2019,Ewallet
784-08-0310,Naypyitaw,Member,Female,Food and beverages,4,88.368,1/13/2019,Cash
200-40-6154,Mandalay,Member,Male,Home and lifestyle,6,415.233,2/9/2019,Cash
846-10-0341,Yangon,Normal,Female,Fashion accessories,7,312.8895,1/6/2019,Cash
577-34-7579,Naypyitaw,Member,Male,Food and beverages,9,477.1305,1/10/2019,Cash
430-02-3888,Mandalay,Normal,Male,Electronic accessories,6,289.926,2/7/2019,Cash
867-47-1948,Naypyitaw,Normal,Female,Home and lifestyle,10,165.9,1/9/2019,Cash
384-59-6655,Yangon,Member,Female,Food and beverages,9,932.337,2/19/2019,Cash
256-58-3609,Naypyitaw,Member,Male,Fashion accessories,1,96.579,3/18/2019,Cash
324-92-3863,Yangon,Member,Male,Electronic accessories,2,43.869,2/5/2019,Cash
593-08-5916,Yangon,Normal,Female,Fashion accessories,1,16.275,3/19/2019,Credit card
364-34-2972,Naypyitaw,Member,Male,Electronic accessories,3,304.983,3/30/2019,Cash
794-42-3736,Mandalay,Normal,Male,Food and beverages,2,69.993,1/26/2019,Credit card
172-42-8274,Mandalay,Normal,Female,Electronic accessories,2,80.367,3/2/2019,Credit card
558-60-5016,Yangon,Normal,Female,Home and lifestyle,9,314.685,3/4/2019,Ewallet
195-06-0432,Yangon,Member,Male,Home and lifestyle,3,255.1815,1/13/2019,Credit card
605-03-2706,Yangon,Normal,Female,Health and beauty,3,49.77,3/25/2019,Cash
214-30-2776,Mandalay,Member,Female,Electronic accessories,5,181.0725,3/11/2019,Credit card
746-04-1077,Mandalay,Member,Female,Food and beverages,10,888.615,1/1/2019,Credit card
448-34-8700,Mandalay,Member,Male,Home and lifestyle,7,271.2885,2/10/2019,Ewallet
452-04-8808,Mandalay,Normal,Male,Electronic accessories,7,640.038,1/26/2019,Cash
531-56-4728,Yangon,Normal,Male,Home and lifestyle,3,252.252,2/11/2019,Cash
744-82-9138,Naypyitaw,Normal,Male,Fashion accessories,2,180.873,2/7/2019,Cash
883-69-1285,Mandalay,Member,Male,Fashion accessories,2,104.832,3/6/2019,Credit card
221-25-5073,Yangon,Normal,Female,Food and beverages,4,313.572,3/4/2019,Cash
518-71-6847,Mandalay,Member,Male,Food and beverages,6,167.58,2/26/2019,Ewallet
156-20-0370,Mandalay,Normal,Female,Electronic accessories,1,26.7225,3/10/2019,Credit card
151-33-7434,Mandalay,Normal,Female,Food and beverages,1,71.1585,2/4/2019,Credit card
728-47-9078,Naypyitaw,Member,Male,Food and beverages,4,250.278,1/19/2019,Cash
809-46-1866,Yangon,Normal,Male,Health and beauty,4,244.23,1/23/2019,Cash
139-32-4183,Yangon,Member,Female,Sports and travel,9,921.186,3/14/2019,Ewallet
148-41-7930,Naypyitaw,Normal,Male,Health and beauty,7,734.706,1/23/2019,Cash
189-40-5216,Naypyitaw,Normal,Male,Electronic accessories,7,708.3195,1/9/2019,Cash
374-38-5555,Mandalay,Normal,Female,Fashion accessories,5,334.4775,2/7/2019,Ewallet
764-44-8999,Mandalay,Normal,Female,Health and beauty,2,30.996,2/18/2019,Ewallet
552-44-5977,Mandalay,Member,Male,Health and beauty,8,520.8,1/3/2019,Credit card
267-62-7380,Naypyitaw,Member,Male,Electronic accessories,10,864.57,3/29/2019,Ewallet
430-53-4718,Mandalay,Member,Male,Health and beauty,8,633.108,1/28/2019,Credit card
886-18-2897,Yangon,Normal,Female,Food and beverages,5,296.94,3/22/2019,Credit card
602-16-6955,Mandalay,Normal,Female,Sports and travel,10,804.3,1/24/2019,Ewallet
745-74-0715,Yangon,Normal,Male,Electronic accessories,2,121.863,3/10/2019,Ewallet
690-01-6631,Mandalay,Normal,Male,Fashion accessories,10,183.645,2/22/2019,Ewallet
652-49-6720,Naypyitaw,Member,Female,Electronic accessories,1,63.9975,2/18/2019,Ewallet
233-67-5758,Naypyitaw,Normal,Male,Health and beauty,1,42.3675,1/29/2019,Ewallet
303-96-2227,Mandalay,Normal,Female,Home and lifestyle,10,1022.49,3/2/2019,Ewallet
727-02-1313,Yangon,Member,Male,Food and beverages,1,33.432,2/9/2019,Cash
347-56-2442,Yangon,Normal,Male,Home and lifestyle,1,69.111,2/22/2019,Cash
849-09-3807,Yangon,Member,Female,Fashion accessories,7,649.299,2/18/2019,Cash
